aborrecimento,raiva,neutro,nojo,decepção,desaprovação,tristeza,constrangimento,surpresa,curiosidade,nervosismo,realização,zelo,luto,medo,aprovação,confusão,desejo,orgulho,otimismo,entusiasmo,diversão,remorso,gratidão,alegria,alívio,admiração,amor
0.2552028000354767,0.228749468922615,0.2233248949050903,0.1414611637592315,0.0448418967425823,0.0381134860217571,0.011023037135601,0.0099407443776726,0.0040167397819459,0.0039199069142341,0.0037158317863941,0.0036867232993245,0.0035950406454503,0.0035016820766031,0.0034826723858714,0.0027803222183138,0.0027682960499078,0.0019381329184398,0.001883257064037,0.0015866466565057,0.0015577687881886,0.0014825493562966,0.0014221082674339,0.001413196674548,0.0012669994030147,0.0012280092341825,0.0012041109148412,0.0008923560380935
0.0897960290312767,0.7343054413795471,0.0693495124578476,0.0321984626352787,0.0036593675613403,0.0054037063382565,0.0018956623971462,0.0030905506573617,0.002417127136141,0.0010522457305341,0.0020067405421286,0.0023697069846093,0.0033012987114489,0.001568290987052,0.0041729621589183,0.0068531529977917,0.0009241404477506,0.0025466533843427,0.0025991585571318,0.0019090641289949,0.0044199074618518,0.0032670765649527,0.0006710562156513,0.0028046402148902,0.0035604434087872,0.0013004031497985,0.0049634538590908,0.0075937653891742
0.1610417664051056,0.6991670727729797,0.0091999480500817,0.059339802712202,0.0154260396957397,0.0180019736289978,0.0035408313851803,0.0045021967962384,0.0024903242010623,0.001785086817108,0.001960152760148,0.001633481006138,0.0016436021542176,0.0011501185363158,0.001476788544096,0.001564044971019,0.0012764460407197,0.0016473195282742,0.0014627188211306,0.0013260149862617,0.0013426464283838,0.0010260025737807,0.0007895322632975,0.0019098182674497,0.0010874150320887,0.0009710068698041,0.0016857786104083,0.0015521070454269
0.0091793201863765,0.0050499094650149,0.9641916155815125,0.0006967416265979,0.0008431129390373,0.0034099698532372,0.0003193077864125,0.0004294277750886,0.0003543753700796,0.0005081741837784,0.0001825614162953,0.0014944802969694,0.0003705538401845,0.0004480023635551,0.0002413665934,0.0058334344066679,0.0005570951616391,0.0003154348814859,0.0008769842097535,0.0003510771202854,0.0007881955825723,0.0005768125993199,0.0001350388629361,0.0002986073086503,0.0005587741034105,0.0001820416218833,0.0013707850594073,0.0004367236979305
0.3560798466205597,0.434553325176239,0.1045195907354354,0.0288373176008462,0.014993954449892,0.0187272224575281,0.0035234589595347,0.0049236547201871,0.0017194595420733,0.001719063729979,0.0018883310258388,0.0030214490834623,0.0026467896532267,0.001673515071161,0.002399330260232,0.003966222051531,0.0008155725663527,0.0033653492573648,0.00110744102858,0.001297955866903,0.0013402031036093,0.001193719683215,0.0005837042699567,0.0009155312436632,0.0012380327098071,0.0007035363814793,0.001441886415705,0.0008044919813983
0.0276023875921964,0.005383641924709,0.8164889812469482,0.0031830333173274,0.0073295142501592,0.0909292921423912,0.0010751413647085,0.0007967018755152,0.0007332586683332,0.0020548689644783,0.0007354317931458,0.0071508274413645,0.0018290979787707,0.000809768855106,0.0011672631371766,0.0162337031215429,0.003576512215659,0.001690809149295,0.0005802735686302,0.0049799899570643,0.0003935260756406,0.0008046476868912,0.0003622244112193,0.0004854511644225,0.0004981161328032,0.0004863037902396,0.0021529574878513,0.0004862309724558
0.0355156883597373,0.0075246123597025,0.2925722599029541,0.0066762380301952,0.2532293200492859,0.011811607517302,0.288003146648407,0.0098330928012728,0.0021784815471619,0.0015454549575224,0.0350297577679157,0.0117619289085268,0.0075454479083418,0.0061933174729347,0.0054310206323862,0.0046402551233768,0.0027189387474209,0.0022515128366649,0.0008657718426547,0.0032896196935325,0.0007410231628455,0.0017616495024412,0.0024480940774083,0.0003109464887529,0.0018030629726126,0.0022448094096034,0.0010231884662061,0.0010496611939743
0.2538110613822937,0.5828814506530762,0.0072845625691115,0.0842948630452156,0.0133157055824995,0.0103264115750789,0.0040528303943574,0.0094211632385849,0.0021937934216111,0.0020048026926815,0.001291730091907,0.0018250864231958,0.0019510595593601,0.0010000615147873,0.0011416303459554,0.0026869487483054,0.0011168138589709,0.0017382591031491,0.0017555796075612,0.0013894969597458,0.0013349434593692,0.0022531340364366,0.0013612176990136,0.0021552324760705,0.001235966803506,0.0007526320987381,0.0041196439415216,0.0013038553297519
0.3543593287467956,0.3065170645713806,0.2133378684520721,0.014641648158431,0.0176252741366624,0.0444617979228496,0.0034322368446737,0.0027225539088249,0.0014991656644269,0.0016469827387481,0.0020055698696523,0.0045328391715884,0.0052596293389797,0.0014897267101332,0.0021164836362004,0.0056593436747789,0.0012715401826426,0.0041238190606236,0.0008140006102621,0.0021900916472077,0.0012445417232811,0.0018327261786907,0.0005330191343091,0.0007952519808895,0.0024465145543217,0.0009299730299971,0.0012856050161644,0.0012252375017851
0.0056272889487445,0.0029896881897002,0.9761669635772704,0.0007334091933444,0.0009586776141077,0.0009835659293457,0.0002805635158438,0.0005323596997186,0.0006039851577952,0.0007120220689103,0.0002061478444375,0.001387818949297,0.0006833798252046,0.0005167254712432,0.0003294041671324,0.0024154246784746,0.0006343089044094,0.0002873588528018,0.0004057215701323,0.0003220974467694,0.0004369003872852,0.0003441613807808,0.000130051295855,0.0004110306035727,0.0003593136789277,0.0001517501368653,0.0012279517250135,0.0001619155227672
0.0010505097452551,0.000599444960244,0.9843807220458984,0.0002400267985649,0.0007455355953425,0.000630110502243,0.0004468457482289,0.0003415192186366,0.0006805981392972,0.0006210720166563,0.0002182744501624,0.0014981960412114,0.000411292159697,0.0004657742683775,0.0001907934929477,0.00206312793307,0.0004697554104495,0.0004105311527382,0.0007249975460581,0.0006229423452168,0.0010306077310815,0.0002741568605415,0.000120076991152,0.0001632246712688,0.0006664238753728,0.0002754499146249,0.0004319994186516,0.000226030300837
0.195482537150383,0.2815393805503845,0.4180582165718078,0.0233058687299489,0.0100325709208846,0.0071993167512118,0.0032375445589423,0.0117623787373304,0.0025345205795019,0.0020427117124199,0.0021343710832297,0.0043314932845532,0.0064236358739435,0.0014776526950299,0.0014048070879653,0.0055299028754234,0.0017651225207373,0.0021690898574888,0.0030032820068299,0.0029572264757007,0.0025348193012177,0.0020754449069499,0.001212453469634,0.0014584220480173,0.0017499756067991,0.0018995947903022,0.0018615846056491,0.0008160683210007
0.4634944498538971,0.2362175583839416,0.1215327605605125,0.0565072782337665,0.0266930013895034,0.0186893921345472,0.0039816000498831,0.0131593523547053,0.003440068103373,0.0016297990223392,0.0021862783469259,0.0163382105529308,0.0019522891379892,0.0020651237573474,0.0026255724951624,0.00658635282889,0.0011175920953974,0.0039031873457133,0.0021329245064407,0.0016343229217454,0.0032419916242361,0.0036962318699806,0.0007444256916642,0.0009178695036098,0.0017802055226638,0.0009368273895233,0.002073167823255,0.0007221930427476
0.0603763535618782,0.0404313318431377,0.807715892791748,0.0042007095180451,0.0094072418287396,0.0097316112369298,0.0071897245943546,0.0023284142371267,0.000580636493396,0.0023414923343807,0.0009820709237828,0.0034913895651698,0.0215153563767671,0.0016806339845061,0.0012359077809378,0.0066024740226566,0.0013204435817897,0.0079362289980053,0.0004393579729367,0.0030894905794411,0.000799968955107,0.0004805178905371,0.0016193125629797,0.0008352590957656,0.0012897214619442,0.0009896421106532,0.0006798728136345,0.0007089462014846
0.0034417973365634,0.0015011195791885,0.0007017831667326,0.0005647263606078,0.0006622676155529,0.0024035342503339,0.0003222216910216,0.0001385570067213,0.0002815655898302,0.0002281527704326,0.0001502416562288,0.0007982330280356,0.0003470376541372,0.0003150138945784,0.0002179142757086,0.0010785547783598,0.0003171686257701,0.0001601505791768,0.0002382752863923,0.0005813328316435,0.000182845731615,0.0004539112560451,0.0003182290820404,0.982379674911499,0.000313818687573,0.0004393745912238,0.0013154483167454,0.0001472205476602
0.3185033798217773,0.1453577280044555,0.0788533687591552,0.1142328679561615,0.0364821217954158,0.0184004567563533,0.0049669123254716,0.0102790100499987,0.0093774199485778,0.0044512832537293,0.0024060220457613,0.0062227165326476,0.0017956137889996,0.0024038983974605,0.0028172014281153,0.0071233622729778,0.0028653836343437,0.0025927717797458,0.0049061272293329,0.0018524535698816,0.006206196732819,0.0090396897867321,0.000984119833447,0.001378655899316,0.0027363868430256,0.0013181813992559,0.1983545422554016,0.0040922136977314
0.1285997182130813,0.7136805057525635,0.0458568073809146,0.039251010864973,0.0066429497674107,0.0058615878224372,0.0037539086770266,0.003743109293282,0.0021939971484243,0.0014180032303556,0.0028019356541335,0.002063809428364,0.0041840453632175,0.0014800161588937,0.0032781998161226,0.0039165266789495,0.000962930440437,0.0026378452312201,0.0019695372320711,0.0018414697842672,0.0028372264932841,0.0042036194354295,0.0010002725757658,0.0036316292826086,0.0030810981988906,0.0013551737647503,0.0039142095483839,0.0038389465771615
