id,tweet,polarity
1583918462929231872,@user @user Ser feliz nesse governo tá difícil! Mas o post principal citava um genocida e um ladrao. Pra mim o mais estranho é um “ladrão” incomodar mais 🧐,-1.0
1576971925729210112,"Ouvi muito: votei no Ciro pq se lula ou Bolsonaro fizer merda, não vou ficar com a consciência pesada. 🤡🤡 https://t.co/u9QXONQ9AO",0.0
1583910659548324096,@user Bolsonaro comprou votos com o orçamento secreto que foi o maior escândalo de corrupção da história mundial.,-1.0
1578172907095609088,"E quando digo de não ser cúmplice, não digo de anular voto. Digo de não sair por aí chamando Bolsonaro de Mito ou Lula de pai dos pobres. Nenhum dos dois está ligando a mínima pro país.",-1.0
1580370612471575040,"Bolsonaro na mídia gringa!

Alcançou o primeiro lugar. Em corrupção... https://t.co/kjqMMX506X",-1.0
1585815117991529984,meu Deus da uma hora pro Haddad continuar falando... quanto mais ele fala mais o Bolsonaro ganha voto em SP.,0.0
1580602080334876928,"Faltou dizer q, lula é CORRUPTO, LAVADOR D DINHEIRO, líder d QUADRILHA D LADRÕES POLÍTICOS, GENOCIDA e etc, POIS ROUBAR RECURSOS PÚBLICOS Q IRIAM PARA SUPRIR O POVO CARENTE, SAÚDE, SEGURANÇA e etc, PROVOCAM MILHARES D MORTES D INOCENTES.
lula NÃO ENGANA MAIS NINGUÉM TIC TAC⌛⏰ https://t.co/ocefgolY1U",-1.0
1576834659547110912,@user @user @user Todo mundo que eu conheço que votou no Ciro no primeiro turno vai votar no bolsonaro no segundo. tão putos com o que o PT fez com o Ciro essa eleição,0.0
1581774790582743040,"@user Cadê o Danones agora? Kkkk O STF pediu para tirar todos os materiais que acusou o presidente Bolsonaro de pedofilia porque provaram que era fake news da esquerda! E ai Danones, já RENUNCIOU?",-1.0
1580593569873527040,"@user Isso é fake News ok , seus mentiroso querem dividir o povo cristão , somos todos filhos do mesmo paí nosso Deus! O comunismo gosta de divisão de contenda de desordem! Mais o povo não acredita em corruptos e comunistas ok nosso Deus é maior e o povo vai ficar Unido 🇧🇷🫶🫰🥁🪖",-1.0
1577048211805835008,"@user @user @user ja encheu o saco esse negocio ai, as pessoas so votam em lula e bolsonaro, o Brasil nunca vai mudar assim, precisa de alguem diferente no poder",-1.0
1577652011952120064,"@user @user não é fake, isso é fato amigo. Tbm estou decepcionado, Bolsonaro de fato é Adorador de baal, sempre enganou os cristãos. Mas é como diz na biblia, maldito o homem que confia no outro homem. 😥😥😥",-1.0
1576708066007212032,@user Muito triste ver que o genocida ganha tantos votos,-1.0
1576928552926081024,"@user @user Ou pq votaram num babaca que imitou gente morrendo sem ar, tem que ver isso ai também",-1.0
1578050175846718976,"@user 
Sou nordestino votei e vou votar denovo em bolsonaro, 20 anos de PT e não fizeram nada por nós,4 anos de bolsonaro temos água..",0.0
1584897518198205952,Já viramos ? Não vamos cair no desespero Petista de alarme e desespero ! 🇧🇷💪🚀 Se as pesquisas apontam alarme significa que estamos na frente ! Bolsonaro 22 🇧🇷 https://t.co/Ifqjhl0Mzx,1.0
1577686858208772096,Minha irmã que é preta e pobre mandou um vídeo de mulheres com Bolsonaro e no vídeo SÓ aparece mulher branquela e rica https://t.co/knNCPR3gsF,0.0
1578378110982148096,"O PT fez pacto com os irmãos Geddel p/governar a Bahia. Fora PT!! Bolsonaro, 22!! https://t.co/Y3f3KClA3r",-1.0
1579140963649614080,"@user Que vexame, afundou tanto o Partido Novo que a maioria perdeu a eleição.. Bolsonaro elegeu a maioria, quem é o PERDEDOR? Você não passa de um INVEJOSO.",-1.0
1576695098741468928,"imagina RS com onyx, Mourão e bolsonaro. E mais o Melo em poa. E mais o Van Hatten. Bah, PIOR CENÁRIO.",-1.0
1577670822096944896,"@user O Governo Bolsonaro é o MELHOR que o Brasil já teve:
 
PIB subindo
Inflação caindo 
Empregos crescendo
Obras pelo país todo
Leilões de concessão
Água pro Nordeste
Auxiliar Brasil $600 
+ 21 milhões recebendo
+ 1 250 000 moradias
+ 1000 % em saneamento 
SEM CORRUPÇÃO. 
REELEITO! https://t.co/aH7AyR3mT1",1.0
1577390943782714880,o pessoal no ônibus gritando que deu ruim p bozo e o lula já eh o novo presidente TODOS FELIZES 🥺🥺🥺🥺🥺 juro que eu nunca amei tanto pegar ônibus,1.0
1585710539014950912,"@user Cala sua boca...por acaso vc é de Minas?..está aqui todos os dias?..Sabe da realidade das ruas aqui?..Vc não tem ideia da força que NOSSO GOVERNADOR tem aqui...E ele já VIROU MINAS SIM...SOMOS BOLSONARO 22💚💛
MINAS NÃO É SEU LOCAL DE FALA",-1.0
1578033825677836032,"MISERICÓRDIA, NÃO AGUENTO MAIS VIDEOS E FOTOS E NOTÍCIAS DESSE LIXO DE PRESIDENTE EM TODO CANTO, ACABA LOGO ELEIÇÃO, MORRE LOGO JAIR, VOLTA PRO ESGOTO VC E SUAS CRIAS IMUNDAS AI QUE DESGOSTOOOOO pronto desabafei 🥰",-1.0
1586469584722427904,"@user Agora as coisa vão começar a mudar, Bolsonaro reeleito, Trump vai dar um pé na bunda do Joe Biden, e o Twitter é nosso.",0.0
1580566973317905920,"eu que agradeço, humilde amigo patriota 22!! com sua ajuda, se Deus quiser iremos reeleger jair messias bolsonaro e mandar o luladrao para o o desrespeitabilicimo presidio, de onde nao deveria ter saido!!!! otimo senso de voto meu colega, segundo turno é ️⃣2️⃣ 😍 https://t.co/q2UJdFfySc https://t.co/b2E01V6Va6",1.0
1581661914035154944,"@user @user Bolsonaro foi preso por causa de uma entrevista.
Já o Lula foi preso por causa da corrupção",0.0
1585928443945811968,"@user As últimas cartadas desesperadas.Roberto Jefferson mártir falhou, fake news de inserções em rádio, vergonha federal, agora resta voltar com as velhas cartas😂 vocês estão desesperados.
Dia 30 é dia de fazer o L e apertar 13!
Bolsonaro demitido!",-1.0
1584529163876457984,"A ingrata sina de ser bovino e acordar sem saber se deve celebrar o Jefferson como herói ou execrá-lo como bandido.

O Palácio do Planalto ainda não informou a cor do capim.",0.0
1582575486567611904,"@user @user E vcs acreditam na palavra de criminoso fazendo delação premiada? Kkkkk 
E cade o dinheiro? Evaporou? Lula enfiou no toba? Enterrou no terreno? Q ladrão de merda é esse q rouba mas nunca usufruiu do q roubou?kd as mansões,fazendas,jatinho,iate....?",-1.0
1581806505195892992,"Se o temer não fosse da laia do Bolsonaro, ele não apoiaria o impeachment, são 6 anos de governo de direita, proposta da reforma da previdência surgiu com o temer e ele traiu a Dilma assim como o moro traiu o bolsonaro.",0.0
1581811535051046912,Mas nao foi o Bolsonaro que comemorou falando q tinha acabado com Lava Jato???? Como q agora ta falando em voltar... 🤔,0.0
1577063225664732928,"O que Deus quiser para mim, eu quero.",0.0
1581801100382203904,"“Os alunos ficaram mais analfabetos do q ja eram, o ja eram foi no seu governo Lula” Bolsonaro 

MAIS ANALFABETOS foi no seu, seria isso então sr Jair? 

O burro nunca escuta oq ta falando",-1.0
1577798838861135872,O agronegócio apoiar Bolsonaro é a mesma coisa que o Ferro Velho apoiar o Ladrão de fio de cobre...,-1.0
1581732564242297088,"E pensar que o Lula perdeu as eleições para o Collor pq apresentaram uma filha do Lula fora do casamento 
Imagina se os eleitores daquela época resolvessem analisar sob a mesma ótica as atitudes do bozo agora?
Afinal ainda são eleitores não?
⃣3⃣",0.0
1586184538765467904,"A ansia de Vômito vem... 
Bolsonaro Mentiu e Mente https://t.co/UoUWdbtujk",-1.0
1578046206508470016,@user Vai vendo Brasil pra se eleger Bozo abraço até satanás...,0.0
1586168922931228928,"@user Moro é o cachorrinho de lulu do Bozo. Chuta prá lá, chama prá cá. Sujeito mais sem qualidade.",-1.0
1584132410702462976,"2 milhões de curtidas nas foto do Neymar apoiando Bolsonaro, tô de olho em você, amigo facista",0.0
1583123033010541056,"@user Calma amigo, qualquer movimento do Bolsonaro vai ser neste momento um prato cheio, em qualquer circunstância. Sair fora da linha iguala ele a essa quadrilha. 
O povo tem o pode nas mãos, eu creio nesse dia 🇧🇷",0.0
1577830606020526080,"dezenas de imóveis no nome da família bolsonaro = ok 
mestrando ganhando 1500 reais = mamata😶😬🫡",0.0
1583940552113810944,A blogueirinha @user está tentando dizer que o genocida não é homofóbico. Espalhem: https://t.co/X8bwWycSLj,-1.0
1577414368622419968,"Vídeo antigo de Bolsonaro na maçonaria viraliza na web nesta terça-feira 

Saiba mais https://t.co/kMZmKgMstk https://t.co/aLZa07zNYO",0.0
1577808680984116992,Fake news povo esquerda sórdida. Acabei de ver Fake News da esquerda: Bolsonaro não tuitou exaltação à maçonaria - Clique para ver também ☛ https://t.co/u3u4YbxXla via @user,0.0
1586183251328225024,"Bolsonaro mente ao dizer que o governo dele é responsável pelo PIX.

BOLSONARO MENTIU",-1.0
1586187343983058944,"@user Falou o juiz Ladrão, que teve o único intuito de perseguir o lula para retirá-lo das eleições de 2018!! A vá a merda condenar com base em achismo!!!! Já lustrou as bolas do Bolsonaro hj? ⃣3️⃣",-1.0
1585695538233504000,@user @user Ué está desacreditando em pesquisas? Já entendi é gado e não acredita em ND e acha q está certo. Boa sorte aí,0.0
1577706854863577088,"Odeio idoso branco aaaaaaaaa a velha queria q eu saísse da frente dela pra ela descer e eu tava fazendo de tudo pra sair, porém é difícil se movimentar com o ônibus freando ent eu esperei a porra do ônibus parar e a projeto de Bolsonaro veio brigar cmg aaaa puta velha arrombada",-1.0
1577293177458926080,aí porra hj eu tô pra entrar no tapa com eleitor do bolsonaro,-1.0
1586209585265721088,Esses dias foi fácil fazer limpa no Instagram pq das 50 pessoas que deixaram de me seguir a chance de 90% ser pq sou contra o bozo é enorme kkkkkkkkkkkkkkk,0.0
1582460972060406016,São Paulo terá a chance de escolher entre um professor da USP e um miliciano safado que nem conhece o estado. Advinha quem tá ganhando nas pesquisas?,-1.0
1584357816457867008,@user Acredito q o Bob forçou uma barra pra mandar um recado ao mito …olha continuo preso e vc não me deu um induto ainda…posso abrir a boca,0.0
1576691902992175104,"JAIR BOLSONARO
PL – 22
47,93% • 10.900.934
Votos computados
LULA
PT – 13
43,32% • 9.853.677
Volta a subir a diferença...",0.0
1586178457444253952,"@user Denuncia o Bolsonaro por graves interferências na PF...
Agora tá lambendo saco velho....
Toma vergonha na cara, aproveitador",-1.0
1578741050671522048,"O Nordeste é Brasil!
O Nordeste é Bolsonaro 22!!
 https://t.co/ly8Th6VEdR",0.0
1578119227932048896,"@user @user Mas o Lula ganhou o primeiro turno, você é burra? A maioria não quer Bolsonaro hahahahaha",-1.0
1583402549520261120,"O Bolsonaro, é genocida, é imbecil, é truculento, homo fóbico, isto é o que eles dizem, mas nada disso foi visto na prática, mas o crápula do Lula, este sim, é ladrão, corrupto ao mais alto escalão, isto sim, está provado e confirmado, só ver nos laudos judiciais, está no Google. https://t.co/GjZVyEyPKI",-1.0
1576623278197968896,Pior do que ver podre assalariado defendendo o bozo é ver yag defendendo um lixo desse. 🤮,-1.0
1577644657844097024,@user Acredito que não importará a quantidade de votos que o Bolsonaro vier a obter; o maldito ex-presidiário será posto na presidência. Parem de tratar com normalidade o resultado das eleições.,-1.0
1583468853807709952,"@user O Capitão é igual a massa de pão, quanto mais bate mais cresce.
️⃣2️⃣",0.0
1585051933407997952,"@user @user @user Sabe quem foi contra q vc ficasse em casa na pandemia? Sabe quem quis fechar os estabelecimentos com a política do “fique em casa”? A esquerda. Bolsonaro foi contra isso! Vamos la, mas agr vc falar q a guerra n afetou o Brasil???? Vc acha msm isso? A guerra afetou o mundo todo.",0.0
1585674392469659904,"A Globo e a esquerda não me deixa ficar pyto com o Bolsonaro 24hs. Eles insistem em me fazer afundar o 2️⃣2️⃣ mas urnas, e assim será!
🇧🇷 https://t.co/qmpYBtMRUF",0.0
1578415742604615936,@user É achar que o povo brasileiro é idiota! O Brasil quer ficar ao lado do Capitão e não do Bandido!,0.0
1578164001795546880,@user @user O pacto com o Demônio levou 700 mil pessoas sacrificadas ao Bode que Bolsonaro se ajoelhou. Arminha na Igreja é entregar a Bathomet. Vergonha mundial,-1.0
1583601530909110016,"@user Comparar o estatus de criminoso condenado em 3 instâncias ,com uma fofoca maldosa,só mesmo sendo coisa do nível desonestidade de uma petista.",-1.0
1577416515514606080,"@user @user Não perca a fé, crente mesmo tem fé e não se abala por bobagens que dizem na mídia, ou tem fé e crê em Deus ou é fraco! Todos pastores já deram o apoio ao Bolsonaro, mas se a Globo tem mais força, fazer o quê?",1.0
1580301854520377088,"@user Bolsonaro será preso, tem que ser afastado do Brasil!!",0.0
1577471132743062016,Apelido de vespa cavalo-do-cão faz referência à forte ferroada https://t.co/BSwCDhOVXK,0.0
1581725170699357952,"@user ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e perguntei : Posso entrar na sua casa?” - Jair Bolsonaro.",0.0
1586167003492093952,"Daqui a pouco Bozo lasca a cara no chão, já está cambaleando. Tá nervoso?",0.0
1581791893440318976,"@user Bolsonaro ta tranquilinho. 
Lula parece um batoré, meteu uma gravata com as cores do Brasil pra enganar trouxa e não para quieto, abre paleto, vai na mesa olha a cola de 5 em 5 min....",-1.0
1580611734640857088,"@user Voce acredita nele por que acredita, eu não nem meu voto nem da minha familia ele teve sua chance e desperdiçou assim como bozo.",0.0
1581561410747710976,@user @user @user @user @user E Bolsonaro vai ser preso em 2023 oremos 🤣,0.0
1583960489016499968,"Cade a gasolina mas barata do Mundo Bolsonaro, a gasolina aumentou hoje já foi para 4,88, na proxima semana vai para 5,30, e após eleição vai para R$8,00 o litro, sua palavra e vento é a mesma coisa, mentiroso, malandro, miliciano, genocidade, Fake New,-kkkkkkkkkkk",-1.0
1576592233775525888,@user Mas Bolsonaro também faz parte do crime organizado 🤷,0.0
1582537227074081024,"@user Bolsonaro deseja coisa pior do que banheiro separado, só espere pra ver. Rede robô",0.0
1582505431121146112,"@user Esse ladrão do Lula, tomou no fiófo... 

Deus, pátria e Família!

É Bolsonaro na cabeça! https://t.co/dR7QG2JOqe",-1.0
1583999810180636928,@user @user @user @user Então Bolsonaro não deveria idolatrar ditador já que tem tanta aversão. Percebeu que tá passando pano e sendo hipocrita?,0.0
1584601262754263040,@user Vamos derrubar a esquerda e seus corruptos criminosos aliados de facção criminosas em nosso país e também desmontar o foro de São Paulo esquerda nunca mais agora mais do nunca sigo votando em Jair Messias Bolsonaro!,-1.0
1577721185546416128,THIAGO VAI JOGAR HJ NA INTERCLASSE E EU N VOU VER MEU MITO JOGANDO https://t.co/9JdCknEYwj,0.0
1576340652228346112,ai parem de inventar que o twice seria 22 sendo q ta bem claro q seria 13 nenhuma delas seria burra dessw jeito de votar no bozo,0.0
1582100494327377920,"@user Com certeza.
20 anos q Bolsonaro é Presidente. 
Sinceramente não sabemos o que ele fez esses anos todos para Erradicar a pobreza!
Opss menos de 4 anos mesmo com pandemia de 2 anos e guerra. 
Qual ""carguinho"" você querer se o molusco ganhar? (só no sonho, né, pq não vai ganhar)",0.0
1577407661464817920,"@user Na reeleição do capitão fazemos um p comemorar, irmão",0.0
1582798467495505920,"@user @user @user E estão numa luta do Apocalipse! Lá está claro que o falso messias, anunciado pelos falsos profetas, teria muitos seguidores.",0.0
1582750078233899008,"@user Foda-se, se fosse padre pedindo voto pra Bolsonaro vocês estariam apoiando a interrupção!",-1.0
1576187052621979904,"Deus me livre!
Quantidade de pau mandado que o bozo tem e demais.",-1.0
1584312993881370880,O Kelmon tá sabendo que o Bolsonaro tá chamando o protegido dele de criminoso? Kkkkkkk 😁 😁 😁,0.0
1577063454929605120,JAIR FOI O PRESIDENTE MAIS AUTORITÁRIO DESSE PAÍS.É UM DITADOR. https://t.co/x9vnc9ZYPv,-1.0
1586372938214818048,Veja o momento em que eleitores de Lula (PT) e Bolsonaro (PL) se encontram em BH https://t.co/XyvZc0Qn3M,0.0
1586014579435666944,"@user Outra, não estou vendo militância alguma, seja de Lula, Bolsonaro ou do próprio Ciro limitar o líder kkkk, quem faz isso é a oposição.
Mas enfim",0.0
1584529815100875008,"@user @user Neste caso, o Raphael está apoiando o Bolsonaro por achar o Lula a pior opção, assim como tem muitos que estão apoiando o Lula por achar Bolsonaro a pior opção",0.0
1582177042547998976,"@user @user Este ano é com toda certeza! E vamos ganhar dinheiro de comunistas, este site de apostas em criptomeoda está pagando muito bem quando nosso presidente ganhar! 

link do site: https://t.co/bypYzWke8q",0.0
1578029374670275072,"@user @user @user se vc não entendeu o que ela disse, eu te explico: Falou que os eleitores da Simone jamais votarão no Bolsonaro por está envolvido em corrupção, e irão votar em quem? nulo? pq o Lula é envolvido nos maiores escândalo de corrupção que já teve.",0.0
1583277124072242944,"Sério que eleição toxica, não vejo a hora de acabar logo seja lá qual for o resultado a gente sabe que no dia a dia tem q conviver com no mínimo 50 milhões de crias do bozo",-1.0
1581374624360993024,"@user @user Só o fato de não haver escândalos milionários de corrupção, já é um grande motivo para ir de B22! https://t.co/eNRJ7spKaa",0.0
1585244299104760064,"Mds esse vídeo exemplifica o q eu pensei hj. Crime q rolou no governo bolsonaro atribuído ao lula; de pessoas q vão sai impunes, principalmente se forem menores de 18 https://t.co/OvXPNLdOF2",0.0
1576608732124889088,Uma adolescente linda com o boné do bozo pq???,0.0
1583229351708937984,2 debates que o bozo vai ficar falando sozinho o que bem entender. A gente criticou tanto ele em 2018 e agora Lula não quer ir aos debates. Eu sinceramente não entendi essa estratégia.,0.0
1578478561320582912,Bolsonaro está descontrolado pq sabe q será preso. https://t.co/8cOCo4xHwy,0.0
1582868910184944128,"@user @user de passar pra língua portuguesa, foi uma influência já contaminada.

O mito de que vem do tupi, é pq existe uma “tupinização” de termos europeus, como se o tupi fosse o único tronco linguístico do br, e isso é usado pra validar termos colonizadores

Tem indígenas que falam sobre+",0.0
1577028708929786112,"Minha irmã falando que o Nordeste merece passar fome por ser um povo burro, ignorante, miserável e não ter votado no Bozo 🙂

Eu quero ficar o mais longe dessa família, brother",-1.0
1577775324141654016,"@user Meu Deus, além da maçonaria isso agora. Ele participa de rituais de canibalismo. Jesus Cristo nos defenda do Bolsonaro.",-1.0
1582046886462382080,@user @user @user o cara entrar em uma festa de aniversário com tema do PT e matar o aniversariante enquanto declara apoio a bolsonaro pra vc é oq? isso é só UM caso de muitos,-1.0
1583910382426821120,@user MITO REELEITO 🇧🇷🇧🇷🇧🇷✨✨2️⃣2️⃣🇧🇷🇧🇷🇧🇷🇧🇷 Neymar TAMBÉM,1.0
1576993871523115008,"@user @user @user @user ... pela sede petista de poder e criou-se a ideia de que, ou você é PT ou é bolsonaro.
Enquanto isso MORO e MOURÃO são, agora, SENADORES DA REPÚBLICA e ninguém vê nada errado nisso?

Dizer que Ciro não está mais no páreo (ponto) é esquecer o porquê ele não está. Simples assim.",-1.0
1585429856464297984,"@user @user @user @user @user O Bozó tbm é, tá?

Se vc não sabe ou não lembra. Bolsonaro foi preso ;)

Tá rindo ainda da piada ou ficou mudinho?",-1.0
1581618065460297984,@user Bolsonaro com comportamento de pedófilos ! Uma vergonha para o Brasil ! Fora Bolsonaroooo ! Não voto em presidente que pinta clima com menina de 14 anos !!!! https://t.co/liB8jBoa6M,-1.0
1576576924503379968,"@user @user Aliado do PT, aliado do Kalil, velho da política. Mas da trindade que eles formaram é o melhor, não tenho nada contra ele especificamente",0.0
1581395024310284032,"Data:
15/10/2022
Turno: 
18:00 às 00:00
Ops:
Rodrigo Messias / Sérgio Manoel.",0.0
1585379499927272960,"@user @user @user Quando vc nega a tentativa de golpe e tenta desvincular o Roberto Jefferson do Bolsonaro chamando ele de 'mensaleiro', a gente sabe bem que vc não vê tentativa de golpe mesmo.",-1.0
1577470782812220928,"@user Tu pediu a renuncia do Bolsonaro, e 2 anos depois estava implorando para ser a candidata apoiada por ele....
Como as pessoas mudam rápido.
E realmente, tu não serve para Política... Tu é Traíra.",-1.0
1581450821409340928,"Dá pra dizer que é fake?👇
https://t.co/tETnLDAsCq
De qualquer maneira cobrem explicação do seu Jair. Perguntem o que ele quis dizer com ""pintou um clima"". https://t.co/WT0tjzSWkB",-1.0
1577229996451827968,"@user @user @user ele nao fez isso. Ele piorou e culpou tudo o PT. Ate o q eh Bolsonaro culpou o PT. Dizia, Bolsonaro nao caiu de marte, foi o PT. O fascismo ta vindo em varias partes do mundo, como Trump, Le pen, etc é tudo culpa do PT?",-1.0
1586021711849221888,"Minha vizinha ta cantando a música do Bolsonaro enquanto brinca com a cachorra dela, ta uma situação bem legal de ouvir 🤣",-1.0
1584223019945239040,O cara colocando a música do Bolsonaro assim que meu pai fala que é petista foi a melhor coisa que ocorreu hoje KKKKKKKK,1.0
1578001651536986112,"@user Quem diria que de todos os absurdos que o Bolsonaro fez, o que iria virar voto seria ele ter ido para a Maçonaria kkkkkkkkkkkkkkkkkkkkkkkkkk
Eu admito, não entendo o Brasil.",0.0
1583882889636478976,"@user Eu tô surpreso com a sua dúvida... é claro que querem likes e seguidores e na petitosfera falar do Ciro da mtu mais ""engajamento"" do que criticar o Bolsonaro.",0.0
1586084056776965888,"@user Para de falar merda, não já basta ter feito tantas...?
Bolsonaro vai partir a mil p casa da zorra.....
Pra vem longe, cai p cada dormir.",-1.0
1580691969084645120,"Essa é a questão, Bolsonaro enganador no lugar de Lulaladrão, tem essa vantagem,se não botarem ele pra fora antes,em 2026 ele sai de qualquer maneira. Já o corrupto e quadrilheiro Lula , só sai morto . https://t.co/cggYXgaG1X",-1.0
1584547274545242112,"BOLSONARO É ROBERTO JEFERSON
BOLSONARO CENSUROU JANONES BOLSONARO É ROBERTO JEFERSON
BOLSONARO CENSUROU JANONES BOLSONARO É ROBERTO JEFERSON
BOLSONARO CENSUROU JANONES BOLSONARO É ROBERTO JEFERSO
BOLSONARO CENSUROU JANONES BOLSONARO É ROBERTO JEFERSON
BOLSONARO CENSUROU JANONE https://t.co/xyYfEjMzOo https://t.co/EvZm4DnDcA",-1.0
1579106541533158912,"@user E com toda certeza isso vale para qualquer turma que faz isso. Sexta tinha uma mina que vota no bozo lá na sala enchendo a porra do saco falando o pq geral tinha que votar no maluco. Eu fiquei muito puto, botei meu fone e taquei o volume no 110%. Era isso ou mandar à merda",-1.0
