id,tweet,offensive,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
1578450044054777856,@user @user Qual a diferença de votos do Bozo pro Lula?,1,1,0,0,0,0,0,0
1576428608448385024,"hoje darei meu 1º voto ao luís inácio na vida

já votei na dilmãe e no haddad, mas no lulinha ainda não",0,0,0,0,0,0,0,0
1583317017440190464,@user As mulheres sabem o quanto a preservação da democracia é importante para elas. Por isto elas votam majoritariamente em Lula para presidente do Brasil. Elas sabem o quanto a democracia é importante para serem tratadas com mais dignidade e respeito.,0,0,0,0,0,0,0,0
1584876919774150657,"@user Concordo plenamente contigo Lula. Bolsonaro é um incompetente, um desalmado, não tem conhecimento de causa, não se preocupa com os seus. Seu mandato é de desgoverno. Definitivamente, ele realmente não sabe governar com CORRUPÇÃO.",1,1,0,0,0,0,0,0
1580895992274391040,"O Lula defende um “assaltozinho”… gente, não é possível! Por isso que rouba o país na cara dura e com tranquilidade. Sua base moral já está totalmente deturpada. A gente trabalha pra conquistar, ô maluco! Tem gente que morre num “assaltozinho” 😒",1,1,0,0,0,0,0,0
1580672907503509504,"@user @user Você só quer sugar o dinheiro do governo que o expresidiario luladrao dava pra você e outros cantores, mas o Presidente @user acabou com a mamata de vocês.. então para de publicar fotos velhas e montagens..
Se fosse verdade a rede bosta de esgoto já tinha divulgado isso",1,1,0,0,0,0,0,0
1582358517410713602,"O governo Bolsonaro está violando a lei eleitoral diariamente com o silêncio indecoroso do TSE!

TSE que não teve a mesma postura com o caso do ""PINTOU O CLIMA"".

Bolsonaro até agora não explicou essa fala nojenta e só mentiu sobre isso.

Isso é absurdo!",1,1,0,0,0,0,0,0
1583873035047620608,"BOLSONARO CENSUROU JANONES
BOLSONARO ODEIA POBRE
BOLSONARO CENSUROU JANONES 
BOLSONARO CENSUROU JANONES 
BOLSONARO CENSUROU JANONES 
BOLSONARO ODEIA POBRE
ESTOU COM LULA
ESTOU COM LULA
ESTOU COM LULA
ESTOU COM LULA
ESTOU COM LULA
ESTOU COM LULA
BOLSONARO ODEIA POBRE",1,1,0,0,0,0,0,0
1576961259534454784,Apologia ao CRIME cadeia para para o bolsonarista criminoso!! https://t.co/aLoH37U33r,1,1,0,0,0,0,0,0
1576251725409062912,"@user L evante-se cedo.
U se o coração
L ivre-se do mal
A perta o 13 e confirma.

LULA PRESIDENTE AMANHÃ",0,0,0,0,0,0,0,0
